source_id,kohde,tyyppi,kunta,lisatieto,palvelut,linkki,lipas_type_name,lipas_type_code,lipas_loi_type,omistaja,yllapitaja,sijainti,x_eureffin,y_eureffin,geometry
327,Rauhalinnan luontopolku,Opastaulu,Kaarina,Luontopolun opastaulu,,,,,information-board,Kunta,Kunta / muu,,246242.067936302,6705267.47206405,Point (246242.0679363 6705267.47206405)
328,Rauhalinnan kartano,Nahtavyys,Kaarina,Huom! yksityisomistuksessa,,,,,building,Muu,Muu,,246429.50251231,6705013.07660802,Point (246429.50251231 6705013.07660802)
329,Rauhalinnan lehtometsä,Luonnonnahtavyys,Kaarina,Rauhalinnan lehto,,,,,natural-attraction,Kunta,Kunta / muu,,246240.321434473,6704992.01379601,Point (246240.32143447 6704992.01379601)
330,,Esteeton,Kaarina,Reitti: Tuorlan esteetön luontopolku,,https://tammireitit.fi/tuorlanesteeton,Kävelyreitti/ulkoilureitti,4403.0,,Kunta,Kunta / muu,,249204.34461408,6706321.0318258,Point (249204.34461408 6706321.0318258)
331,,Tulipaikka,Kaarina,Ylläpitäjä Ammattiopisto Livia,,,,,fire-pit,Muu,Muu,,249236.759687979,6706290.29339366,Point (249236.75968798 6706290.29339366)
332,,Esteeton,Kaarina,Helppokulkuinen osuus Reitti: Rauhalinnan luontopolku,,https://tammireitit.fi/rauhalinnanluontopolku,Kävelyreitti/ulkoilureitti,4403.0,,Kunta,Kunta / muu,,246383.674304387,6704910.13779038,Point (246383.67430439 6704910.13779038)
333,Kuusiston linnanrauniot,Esteeton,Kaarina,"Ylläpitäjä Metsähallitus, https://www.luontoon.fi/kuusisto",,https://tammireitit.fi/kuusistonesteeton,Kävelyreitti/ulkoilureitti,4403.0,,Valtio,Muu,,250802.88280573,6705382.11244394,Point (250802.88280573 6705382.11244394)
336,Vanhalinnan linnavuori,Portaat,Lieto,Reitti: Vanhalinnan kulttuuri- ja luontopolut,,,,,stairs,Säätiö,,Vanhalinna,246149.168109676,6714469.74521422,Point (246149.16810968 6714469.74521422)
337,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Nautelankoski,250968.578367528,6722400.96662982,Point (250968.57836753 6722400.96662982)
338,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Nautelankoski,251123.351967843,6721879.88379331,Point (251123.35196784 6721879.88379331)
339,,Ohituspolku,Lieto,Lakokosken ohitus (ei polkua) Reitti: Aurajoen melontareitti,,,Kävelyreitti/ulkoilureitti,4403.0,,,,Lakokoski,250932.823117794,6721318.33487972,Point (250932.82311779 6721318.33487972)
340,Nautelankosken ohituspolku,Ohituspolku,Lieto,Ohituspolun pituus 700 m Reitti: Aurajoen melontareitti,,,Kävelyreitti/ulkoilureitti,4403.0,,,,Nautelankoski,251021.864397384,6722143.20859542,Point (251021.86439738 6722143.20859542)
341,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Vierunkoski,249171.076307752,6715868.36342192,Point (249171.07630775 6715868.36342192)
342,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Vierunkoski,248964.467850012,6715818.38091878,Point (248964.46785001 6715818.38091878)
343,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Vääntelänkoski,248160.179857,6715448.85698744,Point (248160.179857 6715448.85698744)
344,,Rantautuminen,Lieto,Reitti: Aurajoen melontareitti,,,Rantautumispaikka,205.0,,,,Vääntelänkoski,248142.385606365,6715328.19753452,Point (248142.38560636 6715328.19753452)
345,Vierunkosken ohituspolku,Ohituspolku,Lieto,Ohituspolun pituus 200 m Reitti: Aurajoen melontareitti,,,Kävelyreitti/ulkoilureitti,4403.0,,,,Vierunkoski,249059.102218508,6715850.23091771,Point (249059.10221851 6715850.23091771)
346,Vääntelänkosken ohituspolku,Ohituspolku,Lieto,Ohituspolun pituus 200 m Reitti: Aurajoen melontareitti,,,Kävelyreitti/ulkoilureitti,4403.0,,,,Vääntelänkoski,248178.620485555,6715388.0901922,Point (248178.62048555 6715388.0901922)
347,Kuninkaanlähde,Nahtavyys,Lieto,Reitti: Kuuden kunnanosan kierros,,,,,natural-attraction,,,Vanha Härkätie,245698.552337334,6713861.0432085,Point (245698.55233733 6713861.0432085)
